volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15541,Confirmed Eruption,Kaba Volgelsang and Kaba Baru,2.0,1873.0,0.0,0.0,Historical Observations,1892.0,11.0,1.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15540,Confirmed Eruption,Kaba Baru ? and Kaba Vogelsang,2.0,1868.0,10.0,0.0,Historical Observations,1869.0,0.0,0.0,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15539,Confirmed Eruption,,2.0,1853.0,11.0,0.0,Historical Observations,,,,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15538,Uncertain Eruption,,,1838.0,0.0,0.0,,,,,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15537,Confirmed Eruption,,2.0,1834.0,11.0,0.0,Historical Observations,,,,-3.522,102.615
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,278,15352,333750,2608259,Kaba,15536,Confirmed Eruption,,2.0,1833.0,11.0,24.0,Historical Observations,1833.0,11.0,25.0,-3.522,102.615
241010,Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Andesite / Basaltic Andesite,Rhyolite, , , ,13786,13786,18679,133899,Kaikohe-Bay of Islands,14416,Confirmed Eruption,Te Puke,,400.0,0.0,0.0,Radiocarbon (uncorrected),,,,-35.3,173.9
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,160,Kaitoku Seamount,18376,Uncertain Eruption,,0.0,1986.0,6.0,18.0,,1986.0,6.0,18.0,26.127,141.102
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,160,Kaitoku Seamount,18375,Uncertain Eruption,,0.0,1984.0,12.0,23.0,,1984.0,12.0,23.0,26.127,141.102
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,160,Kaitoku Seamount,18374,Confirmed Eruption,Higashi-Kaitokuba,0.0,1984.0,3.0,8.0,Historical Observations,1984.0,3.0,26.0,26.127,141.102
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,160,Kaitoku Seamount,18373,Confirmed Eruption,West flank of Nishi-Kaitokuba,0.0,1543.0,0.0,0.0,Historical Observations,,,,26.127,141.102
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,20774,Confirmed Eruption,,2.0,2012.0,2.0,18.0,Historical Observations,2012.0,2.0,18.0,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19723,Uncertain Eruption,,1.0,1996.0,6.0,11.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19722,Confirmed Eruption,,2.0,1995.0,6.0,19.0,Historical Observations,1995.0,6.0,23.0,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19721,Confirmed Eruption,,2.0,1994.0,1.0,5.0,Historical Observations,1994.0,11.0,26.0,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19720,Confirmed Eruption,,1.0,1942.0,0.0,0.0,Historical Observations,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19719,Discredited Eruption,,,1933.0,0.0,0.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19718,Confirmed Eruption,"Summit, upper SW flank",,1906.0,5.0,0.0,Historical Observations,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19717,Confirmed Eruption,Upper south flank ?,0.0,1904.0,0.0,0.0,Historical Observations,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19716,Uncertain Eruption,,,1829.0,0.0,0.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19715,Uncertain Eruption,,,1827.0,0.0,0.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19714,Discredited Eruption,,,1790.0,0.0,0.0,,1791.0,0.0,0.0,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19713,Confirmed Eruption,,,1783.0,0.0,0.0,Historical Observations,1787.0,0.0,0.0,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19712,Discredited Eruption,,,1768.0,0.0,0.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19711,Uncertain Eruption,,,1763.0,0.0,0.0,,,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19710,Confirmed Eruption,,,1400.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19709,Confirmed Eruption,,,1150.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19708,Confirmed Eruption,,,850.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19707,Confirmed Eruption,,,200.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19706,Confirmed Eruption,,,-1550.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19705,Confirmed Eruption,,,-1900.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19704,Confirmed Eruption,,,-2150.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19703,Confirmed Eruption,,,-2300.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19700,Confirmed Eruption,,,-4700.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0,Kanaga,19699,Confirmed Eruption,,,-7300.0,0.0,0.0,Radiocarbon (corrected),,,,51.923,-177.168
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,22249,Confirmed Eruption,,2.0,2017.0,12.0,9.0,Historical Observations,2017.0,12.0,9.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,22106,Confirmed Eruption,,2.0,2015.0,11.0,24.0,Historical Observations,2016.0,6.0,18.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16638,Confirmed Eruption,,2.0,2006.0,6.0,3.0,Historical Observations,2006.0,7.0,25.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16749,Confirmed Eruption,,2.0,2005.0,1.0,25.0,Historical Observations,2005.0,5.0,25.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16748,Confirmed Eruption,,1.0,2003.0,3.0,7.0,Historical Observations,2003.0,7.0,23.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16747,Confirmed Eruption,,1.0,2002.0,11.0,28.0,Historical Observations,2002.0,11.0,28.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16746,Confirmed Eruption,,2.0,1996.0,8.0,10.0,Historical Observations,1996.0,8.0,10.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16745,Confirmed Eruption,,2.0,1993.0,8.0,25.0,Historical Observations,1993.0,9.0,3.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16744,Confirmed Eruption,,2.0,1992.0,6.0,10.0,Historical Observations,1992.0,6.0,10.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16743,Confirmed Eruption,,1.0,1992.0,1.0,8.0,Historical Observations,1992.0,1.0,8.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16742,Confirmed Eruption,,2.0,1991.0,2.0,14.0,Historical Observations,1991.0,2.0,14.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16741,Confirmed Eruption,,2.0,1989.0,10.0,25.0,Historical Observations,1989.0,12.0,13.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16740,Confirmed Eruption,,1.0,1988.0,6.0,21.0,Historical Observations,1988.0,7.0,2.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16739,Confirmed Eruption,,1.0,1987.0,3.0,30.0,Historical Observations,1987.0,7.0,2.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16738,Confirmed Eruption,,2.0,1986.0,6.0,3.0,Historical Observations,1986.0,8.0,18.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16737,Confirmed Eruption,,1.0,1985.0,10.0,5.0,Historical Observations,1985.0,12.0,7.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16736,Confirmed Eruption,,1.0,1985.0,3.0,13.0,Historical Observations,1985.0,3.0,14.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16735,Confirmed Eruption,,2.0,1980.0,8.0,8.0,Historical Observations,,,,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16734,Confirmed Eruption,,2.0,1978.0,6.0,27.0,Historical Observations,1978.0,9.0,2.0,10.412,123.132
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1662,40276,923257,9345000,Kanlaon,16733,Confirmed Eruption,,1.0,1970.0,6.0,5.0,Historical Observations,1970.0,8.0,24.0,10.412,123.132
