volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
282070,Ata,Caldera(s),885,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Dacite,Basalt / Picro-Basalt, , , , , , ,93134,93134,171590,1891380,Ata,17006,Confirmed Eruption,Ikeda-ko caldera,5.0,-2690.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.22,130.57
282070,Ata,Caldera(s),885,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Dacite,Basalt / Picro-Basalt, , , , , , ,93134,93134,171590,1891380,Ata,17004,Confirmed Eruption,"Unagi, Narikawa and Yamakawa maars",,-5050.0,0.0,0.0,Tephrochronology,,,,31.22,130.57
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,449,212988,1837303,3769593,Atacazo,11453,Confirmed Eruption,Ninahuilca Chico II dome,5.0,-320.0,0.0,0.0,Radiocarbon (uncorrected),,,,-0.353,-78.617
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,449,212988,1837303,3769593,Atacazo,11452,Confirmed Eruption,Ninahuilca Chico I dome,5.0,-2490.0,0.0,0.0,Radiocarbon (uncorrected),,,,-0.353,-78.617
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,449,212988,1837303,3769593,Atacazo,11451,Confirmed Eruption,Arenal II dome,4.0,-3490.0,0.0,0.0,Radiocarbon (uncorrected),,,,-0.353,-78.617
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,449,212988,1837303,3769593,Atacazo,11450,Confirmed Eruption,La Cocha II dome,4.0,-6910.0,0.0,0.0,Radiocarbon (uncorrected),,,,-0.353,-78.617
311160,Atka,Stratovolcano(es),1812,United States,Alaska,Aleutian Islands,52.331,-174.139,1448,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,0,0,207,207,Atka,19763,Discredited Eruption,,,1996.0,6.0,29.0,,,,,52.331,-174.139
311160,Atka,Stratovolcano(es),1812,United States,Alaska,Aleutian Islands,52.331,-174.139,1448,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,0,0,207,207,Atka,19751,Uncertain Eruption,,1.0,1995.0,5.0,1.0,,,,,52.331,-174.139
311160,Atka,Stratovolcano(es),1812,United States,Alaska,Aleutian Islands,52.331,-174.139,1448,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,0,0,207,207,Atka,19749,Confirmed Eruption,Sarichef or more probably Kliuchef,3.0,1812.0,0.0,0.0,Historical Observations,,,,52.331,-174.139
320030,Atlin Volcanic Field,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,59.68,-133.32,1880,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Foidite, , , , ,0,0,94,956,Atlin Volcanic Field,20426,Uncertain Eruption,,,1898.0,11.0,8.0,,,,,59.68,-133.32
241020,Auckland Volcanic Field,Volcanic field,1350,New Zealand,New Zealand to Fiji,New Zealand,-36.9,174.87,260,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Foidite, , , , , , , ,1049110,1049110,1222436,1446768,Auckland Volcanic Field,14419,Confirmed Eruption,Rangitoto,,1350.0,0.0,0.0,Radiocarbon (uncorrected),,,,-36.9,174.87
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20273,Confirmed Eruption,,3.0,2005.0,12.0,9.0,Historical Observations,2006.0,4.0,27.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20262,Confirmed Eruption,,4.0,1986.0,3.0,27.0,Historical Observations,1986.0,8.0,31.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20272,Confirmed Eruption,,4.0,1976.0,1.0,22.0,Historical Observations,1977.0,5.0,14.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20271,Confirmed Eruption,,1.0,1971.0,10.0,7.0,Historical Observations,1971.0,10.0,8.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20270,Confirmed Eruption,,2.0,1963.0,10.0,11.0,Historical Observations,1964.0,8.0,19.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20269,Confirmed Eruption,,3.0,1935.0,3.0,13.0,Historical Observations,1935.0,8.0,18.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20268,Confirmed Eruption,,1.0,1908.0,0.0,0.0,Historical Observations,,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20267,Discredited Eruption,,,1902.0,0.0,0.0,,,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20266,Confirmed Eruption,,4.0,1883.0,10.0,6.0,Historical Observations,1884.0,0.0,0.0,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20265,Confirmed Eruption,,3.0,1812.0,0.0,0.0,Historical Observations,,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20264,Confirmed Eruption,,,1650.0,0.0,0.0,Tephrochronology,,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20263,Confirmed Eruption,,4.0,1540.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20261,Confirmed Eruption,,,1230.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20260,Confirmed Eruption,,,930.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20259,Confirmed Eruption,,,570.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20258,Confirmed Eruption,,,340.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20257,Confirmed Eruption,,,-120.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20256,Confirmed Eruption,,,-310.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20255,Confirmed Eruption,,,-350.0,0.0,0.0,Tephrochronology,,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20254,Confirmed Eruption,,,-1820.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20253,Confirmed Eruption,,,-2040.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20252,Confirmed Eruption,,,-4150.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,0,0,0,759,Augustine,20251,Confirmed Eruption,,,-5420.0,0.0,0.0,Radiocarbon (corrected),,,,59.363,-153.43
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19104,Confirmed Eruption,,1.0,2001.0,10.0,5.0,Historical Observations,2001.0,10.0,5.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19103,Confirmed Eruption,,2.0,1991.0,1.0,13.0,Historical Observations,1991.0,1.0,30.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19102,Confirmed Eruption,,4.0,1945.0,2.0,25.0,Historical Observations,1945.0,2.0,25.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19100,Confirmed Eruption,,3.0,1938.0,3.0,6.0,Historical Observations,1938.0,12.0,1.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19099,Confirmed Eruption,,4.0,1926.0,3.0,27.0,Historical Observations,1927.0,3.0,14.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19098,Uncertain Eruption,,,1910.0,0.0,0.0,,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19097,Confirmed Eruption,,2.0,1909.0,8.0,0.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19096,Confirmed Eruption,,2.0,1901.0,7.0,7.0,Historical Observations,1901.0,7.0,13.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19095,Confirmed Eruption,,2.0,1894.0,10.0,0.0,Historical Observations,1895.0,2.0,0.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19094,Confirmed Eruption,,2.0,1881.0,0.0,0.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19093,Confirmed Eruption,,2.0,1878.0,0.0,0.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19092,Confirmed Eruption,,2.0,1855.0,5.0,28.0,Historical Observations,1855.0,9.0,4.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19091,Confirmed Eruption,,2.0,1854.0,8.0,13.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19090,Confirmed Eruption,,2.0,1853.0,12.0,21.0,Historical Observations,1854.0,3.0,14.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19089,Confirmed Eruption,,2.0,1851.0,11.0,26.0,Historical Observations,1852.0,2.0,14.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19088,Uncertain Eruption,,,1837.0,0.0,0.0,,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19087,Confirmed Eruption,,2.0,1828.0,4.0,17.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19086,Confirmed Eruption,,4.0,1827.0,6.0,27.0,Historical Observations,1827.0,6.0,29.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19085,Uncertain Eruption,,,1789.0,0.0,0.0,,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19084,Confirmed Eruption,,3.0,1779.0,6.0,15.0,Historical Observations,1779.0,6.0,16.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19083,Confirmed Eruption,,2.0,1772.0,0.0,0.0,Historical Observations,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19082,Confirmed Eruption,,3.0,1737.0,8.0,0.0,Historical Observations,1737.0,8.0,0.0,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19081,Confirmed Eruption,,,1550.0,0.0,0.0,Radiocarbon (uncorrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19080,Confirmed Eruption,,,1400.0,0.0,0.0,Radiocarbon (uncorrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19079,Confirmed Eruption,,,1200.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19078,Confirmed Eruption,,,1100.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19077,Confirmed Eruption,,,900.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19076,Confirmed Eruption,,,700.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19075,Confirmed Eruption,,,400.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19074,Confirmed Eruption,,,100.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19073,Confirmed Eruption,,5.0,-1350.0,0.0,0.0,Radiocarbon (uncorrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19072,Confirmed Eruption,,5.0,-1500.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19071,Confirmed Eruption,,,-1700.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
